Input,Output,model,dataset
76,1,google/flan-t5-base,squad
81,2,google/flan-t5-base,squad
79,1,google/flan-t5-base,squad
84,1,google/flan-t5-base,squad
83,1,google/flan-t5-base,squad
77,2,google/flan-t5-base,squad
79,1,google/flan-t5-base,squad
80,1,google/flan-t5-base,squad
80,1,google/flan-t5-base,squad
78,1,google/flan-t5-base,squad
79,2,google/flan-t5-base,squad
75,1,google/flan-t5-base,squad
77,1,google/flan-t5-base,squad
80,1,google/flan-t5-base,squad
78,2,google/flan-t5-base,squad
81,1,google/flan-t5-base,squad
85,1,google/flan-t5-base,squad
90,2,google/flan-t5-base,squad
85,1,google/flan-t5-base,squad
88,1,google/flan-t5-base,squad
86,3,google/flan-t5-base,squad
88,1,google/flan-t5-base,squad
85,2,google/flan-t5-base,squad
84,2,google/flan-t5-base,squad
84,2,google/flan-t5-base,squad
86,1,google/flan-t5-base,squad
85,1,google/flan-t5-base,squad
92,2,google/flan-t5-base,squad
91,2,google/flan-t5-base,squad
94,1,google/flan-t5-base,squad
82,1,google/flan-t5-base,squad
85,2,google/flan-t5-base,squad
84,1,google/flan-t5-base,squad
87,1,google/flan-t5-base,squad
83,1,google/flan-t5-base,squad
85,1,google/flan-t5-base,squad
86,4,google/flan-t5-base,squad
84,3,google/flan-t5-base,squad
85,2,google/flan-t5-base,squad
84,1,google/flan-t5-base,squad
89,1,google/flan-t5-base,squad
85,1,google/flan-t5-base,squad
51,2,google/flan-t5-base,squad
51,2,google/flan-t5-base,squad
61,1,google/flan-t5-base,squad
52,2,google/flan-t5-base,squad
54,2,google/flan-t5-base,squad
53,2,google/flan-t5-base,squad
50,2,google/flan-t5-base,squad
50,2,google/flan-t5-base,squad
55,8,google/flan-t5-base,squad
61,1,google/flan-t5-base,squad
56,1,google/flan-t5-base,squad
48,2,google/flan-t5-base,squad
48,2,google/flan-t5-base,squad
48,2,google/flan-t5-base,squad
50,3,google/flan-t5-base,squad
46,2,google/flan-t5-base,squad
54,2,google/flan-t5-base,squad
53,2,google/flan-t5-base,squad
51,3,google/flan-t5-base,squad
47,2,google/flan-t5-base,squad
49,1,google/flan-t5-base,squad
45,2,google/flan-t5-base,squad
48,3,google/flan-t5-base,squad
44,1,google/flan-t5-base,squad
48,2,google/flan-t5-base,squad
45,2,google/flan-t5-base,squad
46,2,google/flan-t5-base,squad
49,2,google/flan-t5-base,squad
129,3,google/flan-t5-base,squad
130,1,google/flan-t5-base,squad
131,1,google/flan-t5-base,squad
131,1,google/flan-t5-base,squad
130,1,google/flan-t5-base,squad
126,3,google/flan-t5-base,squad
123,3,google/flan-t5-base,squad
127,2,google/flan-t5-base,squad
134,3,google/flan-t5-base,squad
132,1,google/flan-t5-base,squad
132,1,google/flan-t5-base,squad
134,3,google/flan-t5-base,squad
138,1,google/flan-t5-base,squad
143,2,google/flan-t5-base,squad
131,1,google/flan-t5-base,squad
128,1,google/flan-t5-base,squad
131,3,google/flan-t5-base,squad
130,1,google/flan-t5-base,squad
129,2,google/flan-t5-base,squad
129,1,google/flan-t5-base,squad
143,2,google/flan-t5-base,squad
85,3,google/flan-t5-base,squad
82,1,google/flan-t5-base,squad
78,1,google/flan-t5-base,squad
82,2,google/flan-t5-base,squad
81,2,google/flan-t5-base,squad
84,1,google/flan-t5-base,squad
84,3,google/flan-t5-base,squad
82,2,google/flan-t5-base,squad
86,3,google/flan-t5-base,squad
84,2,google/flan-t5-base,squad
86,1,google/flan-t5-base,squad
82,1,google/flan-t5-base,squad
88,2,google/flan-t5-base,squad
92,1,google/flan-t5-base,squad
84,3,google/flan-t5-base,squad
86,3,google/flan-t5-base,squad
78,1,google/flan-t5-base,squad
81,1,google/flan-t5-base,squad
90,1,google/flan-t5-base,squad
82,3,google/flan-t5-base,squad
78,1,google/flan-t5-base,squad
79,2,google/flan-t5-base,squad
83,1,google/flan-t5-base,squad
150,2,google/flan-t5-base,squad
143,1,google/flan-t5-base,squad
141,1,google/flan-t5-base,squad
141,2,google/flan-t5-base,squad
141,3,google/flan-t5-base,squad
143,2,google/flan-t5-base,squad
153,1,google/flan-t5-base,squad
147,1,google/flan-t5-base,squad
144,3,google/flan-t5-base,squad
141,1,google/flan-t5-base,squad
137,1,google/flan-t5-base,squad
137,4,google/flan-t5-base,squad
142,3,google/flan-t5-base,squad
143,3,google/flan-t5-base,squad
143,1,google/flan-t5-base,squad
146,1,google/flan-t5-base,squad
147,1,google/flan-t5-base,squad
150,2,google/flan-t5-base,squad
167,2,google/flan-t5-base,squad
173,2,google/flan-t5-base,squad
175,1,google/flan-t5-base,squad
172,1,google/flan-t5-base,squad
168,2,google/flan-t5-base,squad
168,1,google/flan-t5-base,squad
166,1,google/flan-t5-base,squad
168,2,google/flan-t5-base,squad
173,1,google/flan-t5-base,squad
170,1,google/flan-t5-base,squad
170,1,google/flan-t5-base,squad
173,1,google/flan-t5-base,squad
174,2,google/flan-t5-base,squad
167,2,google/flan-t5-base,squad
169,1,google/flan-t5-base,squad
170,1,google/flan-t5-base,squad
170,2,google/flan-t5-base,squad
174,1,google/flan-t5-base,squad
170,2,google/flan-t5-base,squad
172,1,google/flan-t5-base,squad
225,1,google/flan-t5-base,squad
224,1,google/flan-t5-base,squad
223,1,google/flan-t5-base,squad
224,1,google/flan-t5-base,squad
224,2,google/flan-t5-base,squad
228,1,google/flan-t5-base,squad
226,1,google/flan-t5-base,squad
226,1,google/flan-t5-base,squad
222,1,google/flan-t5-base,squad
232,2,google/flan-t5-base,squad
231,1,google/flan-t5-base,squad
224,2,google/flan-t5-base,squad
225,1,google/flan-t5-base,squad
224,1,google/flan-t5-base,squad
226,1,google/flan-t5-base,squad
229,1,google/flan-t5-base,squad
228,1,google/flan-t5-base,squad
226,1,google/flan-t5-base,squad
223,1,google/flan-t5-base,squad
226,1,google/flan-t5-base,squad
214,1,google/flan-t5-base,squad
214,1,google/flan-t5-base,squad
213,1,google/flan-t5-base,squad
213,1,google/flan-t5-base,squad
216,2,google/flan-t5-base,squad
217,1,google/flan-t5-base,squad
212,2,google/flan-t5-base,squad
217,1,google/flan-t5-base,squad
214,1,google/flan-t5-base,squad
215,2,google/flan-t5-base,squad
216,1,google/flan-t5-base,squad
218,2,google/flan-t5-base,squad
214,2,google/flan-t5-base,squad
217,1,google/flan-t5-base,squad
356,2,google/flan-t5-base,squad
359,2,google/flan-t5-base,squad
357,2,google/flan-t5-base,squad
361,3,google/flan-t5-base,squad
353,2,google/flan-t5-base,squad
361,1,google/flan-t5-base,squad
364,2,google/flan-t5-base,squad
358,2,google/flan-t5-base,squad
355,1,google/flan-t5-base,squad
363,2,google/flan-t5-base,squad
361,2,google/flan-t5-base,squad
357,2,google/flan-t5-base,squad
359,2,google/flan-t5-base,squad
359,1,google/flan-t5-base,squad
360,1,google/flan-t5-base,squad
361,2,google/flan-t5-base,squad
371,2,google/flan-t5-base,squad
358,2,google/flan-t5-base,squad
360,2,google/flan-t5-base,squad
358,2,google/flan-t5-base,squad
175,1,google/flan-t5-base,squad
176,1,google/flan-t5-base,squad
174,2,google/flan-t5-base,squad
175,3,google/flan-t5-base,squad
176,1,google/flan-t5-base,squad
183,1,google/flan-t5-base,squad
173,1,google/flan-t5-base,squad
182,1,google/flan-t5-base,squad
178,2,google/flan-t5-base,squad
172,1,google/flan-t5-base,squad
177,1,google/flan-t5-base,squad
176,1,google/flan-t5-base,squad
173,2,google/flan-t5-base,squad
173,1,google/flan-t5-base,squad
175,1,google/flan-t5-base,squad
174,1,google/flan-t5-base,squad
178,2,google/flan-t5-base,squad
176,3,google/flan-t5-base,squad
176,1,google/flan-t5-base,squad
137,1,google/flan-t5-base,squad
135,1,google/flan-t5-base,squad
137,2,google/flan-t5-base,squad
135,1,google/flan-t5-base,squad
135,1,google/flan-t5-base,squad
136,1,google/flan-t5-base,squad
137,2,google/flan-t5-base,squad
140,1,google/flan-t5-base,squad
137,2,google/flan-t5-base,squad
135,2,google/flan-t5-base,squad
139,1,google/flan-t5-base,squad
139,2,google/flan-t5-base,squad
138,2,google/flan-t5-base,squad
138,2,google/flan-t5-base,squad
81,1,google/flan-t5-base,squad
79,2,google/flan-t5-base,squad
81,1,google/flan-t5-base,squad
82,1,google/flan-t5-base,squad
83,1,google/flan-t5-base,squad
85,2,google/flan-t5-base,squad
86,1,google/flan-t5-base,squad
85,1,google/flan-t5-base,squad
77,2,google/flan-t5-base,squad
80,2,google/flan-t5-base,squad
81,1,google/flan-t5-base,squad
78,2,google/flan-t5-base,squad
79,1,google/flan-t5-base,squad
79,2,google/flan-t5-base,squad
81,1,google/flan-t5-base,squad
95,2,google/flan-t5-base,squad
103,1,google/flan-t5-base,squad
91,1,google/flan-t5-base,squad
96,1,google/flan-t5-base,squad
105,2,google/flan-t5-base,squad
98,1,google/flan-t5-base,squad
99,1,google/flan-t5-base,squad
91,1,google/flan-t5-base,squad
104,2,google/flan-t5-base,squad
97,1,google/flan-t5-base,squad
95,2,google/flan-t5-base,squad
102,1,google/flan-t5-base,squad
96,2,google/flan-t5-base,squad
97,2,google/flan-t5-base,squad
96,1,google/flan-t5-base,squad
101,2,google/flan-t5-base,squad
76,2,google/flan-t5-base,squad
76,2,google/flan-t5-base,squad
78,1,google/flan-t5-base,squad
76,1,google/flan-t5-base,squad
83,2,google/flan-t5-base,squad
78,1,google/flan-t5-base,squad
76,1,google/flan-t5-base,squad
82,2,google/flan-t5-base,squad
77,1,google/flan-t5-base,squad
76,2,google/flan-t5-base,squad
86,1,google/flan-t5-base,squad
76,2,google/flan-t5-base,squad
89,1,google/flan-t5-base,squad
93,2,google/flan-t5-base,squad
89,1,google/flan-t5-base,squad
88,9,google/flan-t5-base,squad
87,1,google/flan-t5-base,squad
86,1,google/flan-t5-base,squad
85,2,google/flan-t5-base,squad
87,1,google/flan-t5-base,squad
92,2,google/flan-t5-base,squad
95,1,google/flan-t5-base,squad
88,1,google/flan-t5-base,squad
88,2,google/flan-t5-base,squad
91,2,google/flan-t5-base,squad
87,3,google/flan-t5-base,squad
92,2,google/flan-t5-base,squad
87,1,google/flan-t5-base,squad
91,2,google/flan-t5-base,squad
111,1,google/flan-t5-base,squad
112,1,google/flan-t5-base,squad
110,1,google/flan-t5-base,squad
113,1,google/flan-t5-base,squad
112,1,google/flan-t5-base,squad
116,1,google/flan-t5-base,squad
116,1,google/flan-t5-base,squad
110,1,google/flan-t5-base,squad
111,1,google/flan-t5-base,squad
111,1,google/flan-t5-base,squad
111,1,google/flan-t5-base,squad
111,1,google/flan-t5-base,squad
113,1,google/flan-t5-base,squad
110,1,google/flan-t5-base,squad
115,1,google/flan-t5-base,squad
66,3,google/flan-t5-base,squad
69,2,google/flan-t5-base,squad
68,1,google/flan-t5-base,squad
68,1,google/flan-t5-base,squad
69,1,google/flan-t5-base,squad
69,1,google/flan-t5-base,squad
70,1,google/flan-t5-base,squad
69,1,google/flan-t5-base,squad
69,3,google/flan-t5-base,squad
178,2,google/flan-t5-base,squad
178,2,google/flan-t5-base,squad
171,2,google/flan-t5-base,squad
170,2,google/flan-t5-base,squad
169,1,google/flan-t5-base,squad
177,2,google/flan-t5-base,squad
172,1,google/flan-t5-base,squad
176,3,google/flan-t5-base,squad
179,2,google/flan-t5-base,squad
179,1,google/flan-t5-base,squad
171,2,google/flan-t5-base,squad
183,1,google/flan-t5-base,squad
184,2,google/flan-t5-base,squad
173,3,google/flan-t5-base,squad
200,2,google/flan-t5-base,squad
198,1,google/flan-t5-base,squad
195,2,google/flan-t5-base,squad
200,3,google/flan-t5-base,squad
198,3,google/flan-t5-base,squad
202,3,google/flan-t5-base,squad
198,1,google/flan-t5-base,squad
200,2,google/flan-t5-base,squad
199,1,google/flan-t5-base,squad
199,3,google/flan-t5-base,squad
205,2,google/flan-t5-base,squad
201,3,google/flan-t5-base,squad
204,1,google/flan-t5-base,squad
195,1,google/flan-t5-base,squad
202,5,google/flan-t5-base,squad
48,3,google/flan-t5-base,squad
48,2,google/flan-t5-base,squad
48,2,google/flan-t5-base,squad
48,2,google/flan-t5-base,squad
52,3,google/flan-t5-base,squad
57,3,google/flan-t5-base,squad
50,3,google/flan-t5-base,squad
50,3,google/flan-t5-base,squad
49,3,google/flan-t5-base,squad
51,3,google/flan-t5-base,squad
49,3,google/flan-t5-base,squad
50,3,google/flan-t5-base,squad
52,3,google/flan-t5-base,squad
47,3,google/flan-t5-base,squad
49,3,google/flan-t5-base,squad
50,3,google/flan-t5-base,squad
159,3,google/flan-t5-base,squad
153,3,google/flan-t5-base,squad
153,2,google/flan-t5-base,squad
155,3,google/flan-t5-base,squad
153,2,google/flan-t5-base,squad
164,1,google/flan-t5-base,squad
159,3,google/flan-t5-base,squad
162,3,google/flan-t5-base,squad
155,1,google/flan-t5-base,squad
161,3,google/flan-t5-base,squad
154,2,google/flan-t5-base,squad
150,3,google/flan-t5-base,squad
153,1,google/flan-t5-base,squad
156,3,google/flan-t5-base,squad
158,1,google/flan-t5-base,squad
155,3,google/flan-t5-base,squad
109,1,google/flan-t5-base,squad
109,4,google/flan-t5-base,squad
107,1,google/flan-t5-base,squad
121,1,google/flan-t5-base,squad
117,1,google/flan-t5-base,squad
110,3,google/flan-t5-base,squad
117,2,google/flan-t5-base,squad
111,1,google/flan-t5-base,squad
113,1,google/flan-t5-base,squad
129,2,google/flan-t5-base,squad
128,2,google/flan-t5-base,squad
127,2,google/flan-t5-base,squad
128,2,google/flan-t5-base,squad
128,2,google/flan-t5-base,squad
147,4,google/flan-t5-base,squad
132,2,google/flan-t5-base,squad
132,2,google/flan-t5-base,squad
153,3,google/flan-t5-base,squad
130,2,google/flan-t5-base,squad
130,3,google/flan-t5-base,squad
127,2,google/flan-t5-base,squad
131,3,google/flan-t5-base,squad
137,4,google/flan-t5-base,squad
131,2,google/flan-t5-base,squad
133,2,google/flan-t5-base,squad
126,2,google/flan-t5-base,squad
101,3,google/flan-t5-base,squad
105,2,google/flan-t5-base,squad
105,1,google/flan-t5-base,squad
114,2,google/flan-t5-base,squad
100,2,google/flan-t5-base,squad
107,2,google/flan-t5-base,squad
109,6,google/flan-t5-base,squad
105,3,google/flan-t5-base,squad
109,3,google/flan-t5-base,squad
109,2,google/flan-t5-base,squad
112,3,google/flan-t5-base,squad
85,3,google/flan-t5-base,squad
88,1,google/flan-t5-base,squad
83,2,google/flan-t5-base,squad
83,2,google/flan-t5-base,squad
88,3,google/flan-t5-base,squad
95,1,google/flan-t5-base,squad
90,1,google/flan-t5-base,squad
89,4,google/flan-t5-base,squad
93,2,google/flan-t5-base,squad
87,2,google/flan-t5-base,squad
84,2,google/flan-t5-base,squad
85,4,google/flan-t5-base,squad
85,5,google/flan-t5-base,squad
83,3,google/flan-t5-base,squad
86,1,google/flan-t5-base,squad
85,4,google/flan-t5-base,squad
88,5,google/flan-t5-base,squad
89,3,google/flan-t5-base,squad
84,3,google/flan-t5-base,squad
91,2,google/flan-t5-base,squad
87,3,google/flan-t5-base,squad
85,2,google/flan-t5-base,squad
85,1,google/flan-t5-base,squad
85,1,google/flan-t5-base,squad
104,5,google/flan-t5-base,squad
84,3,google/flan-t5-base,squad
84,2,google/flan-t5-base,squad
94,2,google/flan-t5-base,squad
94,2,google/flan-t5-base,squad
89,3,google/flan-t5-base,squad
84,2,google/flan-t5-base,squad
79,3,google/flan-t5-base,squad
85,2,google/flan-t5-base,squad
85,3,google/flan-t5-base,squad
83,1,google/flan-t5-base,squad
79,2,google/flan-t5-base,squad
84,3,google/flan-t5-base,squad
83,2,google/flan-t5-base,squad
85,3,google/flan-t5-base,squad
79,2,google/flan-t5-base,squad
83,1,google/flan-t5-base,squad
80,4,google/flan-t5-base,squad
71,3,google/flan-t5-base,squad
73,3,google/flan-t5-base,squad
87,3,google/flan-t5-base,squad
76,1,google/flan-t5-base,squad
74,3,google/flan-t5-base,squad
80,3,google/flan-t5-base,squad
77,3,google/flan-t5-base,squad
132,1,google/flan-t5-base,squad
134,2,google/flan-t5-base,squad
128,2,google/flan-t5-base,squad
128,1,google/flan-t5-base,squad
134,1,google/flan-t5-base,squad
140,1,google/flan-t5-base,squad
133,2,google/flan-t5-base,squad
136,1,google/flan-t5-base,squad
131,1,google/flan-t5-base,squad
131,1,google/flan-t5-base,squad
128,1,google/flan-t5-base,squad
130,1,google/flan-t5-base,squad
127,1,google/flan-t5-base,squad
129,5,google/flan-t5-base,squad
129,5,google/flan-t5-base,squad
129,1,google/flan-t5-base,squad
130,1,google/flan-t5-base,squad
139,2,google/flan-t5-base,squad
140,2,google/flan-t5-base,squad
139,2,google/flan-t5-base,squad
146,3,google/flan-t5-base,squad
141,1,google/flan-t5-base,squad
141,2,google/flan-t5-base,squad
148,2,google/flan-t5-base,squad
140,2,google/flan-t5-base,squad
142,2,google/flan-t5-base,squad
142,5,google/flan-t5-base,squad
143,2,google/flan-t5-base,squad
86,2,google/flan-t5-base,squad
81,1,google/flan-t5-base,squad
77,1,google/flan-t5-base,squad
81,2,google/flan-t5-base,squad
80,2,google/flan-t5-base,squad
87,1,google/flan-t5-base,squad
81,1,google/flan-t5-base,squad
86,3,google/flan-t5-base,squad
84,1,google/flan-t5-base,squad
81,1,google/flan-t5-base,squad
86,2,google/flan-t5-base,squad
89,2,google/flan-t5-base,squad
87,1,google/flan-t5-base,squad
83,1,google/flan-t5-base,squad
83,4,google/flan-t5-base,squad
81,2,google/flan-t5-base,squad
85,2,google/flan-t5-base,squad
89,4,google/flan-t5-base,squad
79,3,google/flan-t5-base,squad
80,11,google/flan-t5-base,squad
82,11,google/flan-t5-base,squad
189,1,google/flan-t5-base,squad
190,2,google/flan-t5-base,squad
185,1,google/flan-t5-base,squad
188,1,google/flan-t5-base,squad
194,1,google/flan-t5-base,squad
193,2,google/flan-t5-base,squad
198,1,google/flan-t5-base,squad
191,1,google/flan-t5-base,squad
185,3,google/flan-t5-base,squad
189,2,google/flan-t5-base,squad
191,1,google/flan-t5-base,squad
192,2,google/flan-t5-base,squad
198,1,google/flan-t5-base,squad
186,5,google/flan-t5-base,squad
62,4,google/flan-t5-base,squad
63,3,google/flan-t5-base,squad
60,1,google/flan-t5-base,squad
64,1,google/flan-t5-base,squad
68,3,google/flan-t5-base,squad
68,1,google/flan-t5-base,squad
62,1,google/flan-t5-base,squad
67,3,google/flan-t5-base,squad
61,1,google/flan-t5-base,squad
64,1,google/flan-t5-base,squad
64,3,google/flan-t5-base,squad
109,5,google/flan-t5-base,squad
110,3,google/flan-t5-base,squad
114,8,google/flan-t5-base,squad
118,1,google/flan-t5-base,squad
115,3,google/flan-t5-base,squad
118,8,google/flan-t5-base,squad
114,2,google/flan-t5-base,squad
123,3,google/flan-t5-base,squad
119,3,google/flan-t5-base,squad
118,2,google/flan-t5-base,squad
117,3,google/flan-t5-base,squad
59,2,google/flan-t5-base,squad
58,2,google/flan-t5-base,squad
59,2,google/flan-t5-base,squad
66,2,google/flan-t5-base,squad
60,2,google/flan-t5-base,squad
62,5,google/flan-t5-base,squad
61,2,google/flan-t5-base,squad
62,2,google/flan-t5-base,squad
60,2,google/flan-t5-base,squad
57,2,google/flan-t5-base,squad
63,2,google/flan-t5-base,squad
59,5,google/flan-t5-base,squad
59,5,google/flan-t5-base,squad
57,4,google/flan-t5-base,squad
60,3,google/flan-t5-base,squad
175,1,google/flan-t5-base,squad
171,2,google/flan-t5-base,squad
175,2,google/flan-t5-base,squad
169,3,google/flan-t5-base,squad
170,2,google/flan-t5-base,squad
172,2,google/flan-t5-base,squad
172,2,google/flan-t5-base,squad
171,1,google/flan-t5-base,squad
169,2,google/flan-t5-base,squad
173,7,google/flan-t5-base,squad
175,1,google/flan-t5-base,squad
59,2,google/flan-t5-base,squad
59,4,google/flan-t5-base,squad
60,2,google/flan-t5-base,squad
56,2,google/flan-t5-base,squad
57,2,google/flan-t5-base,squad
107,2,google/flan-t5-base,squad
106,2,google/flan-t5-base,squad
107,2,google/flan-t5-base,squad
104,1,google/flan-t5-base,squad
105,2,google/flan-t5-base,squad
111,1,google/flan-t5-base,squad
106,2,google/flan-t5-base,squad
102,2,google/flan-t5-base,squad
112,1,google/flan-t5-base,squad
108,1,google/flan-t5-base,squad
107,2,google/flan-t5-base,squad
105,2,google/flan-t5-base,squad
103,2,google/flan-t5-base,squad
43,1,google/flan-t5-base,squad
41,3,google/flan-t5-base,squad
42,2,google/flan-t5-base,squad
41,3,google/flan-t5-base,squad
46,3,google/flan-t5-base,squad
41,2,google/flan-t5-base,squad
45,2,google/flan-t5-base,squad
45,2,google/flan-t5-base,squad
48,2,google/flan-t5-base,squad
44,2,google/flan-t5-base,squad
48,1,google/flan-t5-base,squad
49,2,google/flan-t5-base,squad
110,2,google/flan-t5-base,squad
102,1,google/flan-t5-base,squad
106,3,google/flan-t5-base,squad
109,4,google/flan-t5-base,squad
106,3,google/flan-t5-base,squad
105,1,google/flan-t5-base,squad
110,1,google/flan-t5-base,squad
111,4,google/flan-t5-base,squad
104,1,google/flan-t5-base,squad
113,1,google/flan-t5-base,squad
104,4,google/flan-t5-base,squad
113,2,google/flan-t5-base,squad
132,1,google/flan-t5-base,squad
139,2,google/flan-t5-base,squad
136,2,google/flan-t5-base,squad
133,2,google/flan-t5-base,squad
137,3,google/flan-t5-base,squad
136,1,google/flan-t5-base,squad
135,2,google/flan-t5-base,squad
141,2,google/flan-t5-base,squad
141,1,google/flan-t5-base,squad
132,1,google/flan-t5-base,squad
140,2,google/flan-t5-base,squad
138,3,google/flan-t5-base,squad
133,2,google/flan-t5-base,squad
142,2,google/flan-t5-base,squad
136,2,google/flan-t5-base,squad
135,2,google/flan-t5-base,squad
140,2,google/flan-t5-base,squad
138,2,google/flan-t5-base,squad
141,3,google/flan-t5-base,squad
140,2,google/flan-t5-base,squad
139,2,google/flan-t5-base,squad
142,2,google/flan-t5-base,squad
144,2,google/flan-t5-base,squad
140,1,google/flan-t5-base,squad
141,2,google/flan-t5-base,squad
136,2,google/flan-t5-base,squad
139,2,google/flan-t5-base,squad
141,3,google/flan-t5-base,squad
169,2,google/flan-t5-base,squad
164,2,google/flan-t5-base,squad
166,1,google/flan-t5-base,squad
173,1,google/flan-t5-base,squad
166,1,google/flan-t5-base,squad
172,1,google/flan-t5-base,squad
166,2,google/flan-t5-base,squad
171,1,google/flan-t5-base,squad
175,2,google/flan-t5-base,squad
174,1,google/flan-t5-base,squad
165,2,google/flan-t5-base,squad
168,3,google/flan-t5-base,squad
127,2,google/flan-t5-base,squad
125,1,google/flan-t5-base,squad
131,2,google/flan-t5-base,squad
128,1,google/flan-t5-base,squad
129,2,google/flan-t5-base,squad
128,2,google/flan-t5-base,squad
126,2,google/flan-t5-base,squad
134,1,google/flan-t5-base,squad
133,2,google/flan-t5-base,squad
129,2,google/flan-t5-base,squad
123,2,google/flan-t5-base,squad
131,2,google/flan-t5-base,squad
127,3,google/flan-t5-base,squad
130,2,google/flan-t5-base,squad
186,3,google/flan-t5-base,squad
181,2,google/flan-t5-base,squad
181,1,google/flan-t5-base,squad
182,1,google/flan-t5-base,squad
183,3,google/flan-t5-base,squad
190,3,google/flan-t5-base,squad
183,2,google/flan-t5-base,squad
185,3,google/flan-t5-base,squad
177,1,google/flan-t5-base,squad
189,3,google/flan-t5-base,squad
192,1,google/flan-t5-base,squad
183,2,google/flan-t5-base,squad
186,3,google/flan-t5-base,squad
108,1,google/flan-t5-base,squad
113,1,google/flan-t5-base,squad
111,2,google/flan-t5-base,squad
111,1,google/flan-t5-base,squad
118,2,google/flan-t5-base,squad
115,1,google/flan-t5-base,squad
108,2,google/flan-t5-base,squad
111,1,google/flan-t5-base,squad
126,1,google/flan-t5-base,squad
119,1,google/flan-t5-base,squad
117,1,google/flan-t5-base,squad
123,1,google/flan-t5-base,squad
192,1,google/flan-t5-base,squad
185,1,google/flan-t5-base,squad
189,1,google/flan-t5-base,squad
188,1,google/flan-t5-base,squad
188,2,google/flan-t5-base,squad
190,1,google/flan-t5-base,squad
184,1,google/flan-t5-base,squad
193,1,google/flan-t5-base,squad
194,2,google/flan-t5-base,squad
194,1,google/flan-t5-base,squad
199,1,google/flan-t5-base,squad
199,1,google/flan-t5-base,squad
198,1,google/flan-t5-base,squad
196,1,google/flan-t5-base,squad
196,1,google/flan-t5-base,squad
221,1,google/flan-t5-base,squad
219,1,google/flan-t5-base,squad
220,1,google/flan-t5-base,squad
224,2,google/flan-t5-base,squad
217,1,google/flan-t5-base,squad
222,1,google/flan-t5-base,squad
222,1,google/flan-t5-base,squad
216,1,google/flan-t5-base,squad
216,1,google/flan-t5-base,squad
226,2,google/flan-t5-base,squad
227,1,google/flan-t5-base,squad
227,1,google/flan-t5-base,squad
226,1,google/flan-t5-base,squad
220,1,google/flan-t5-base,squad
222,1,google/flan-t5-base,squad
265,1,google/flan-t5-base,squad
265,1,google/flan-t5-base,squad
267,2,google/flan-t5-base,squad
271,2,google/flan-t5-base,squad
271,1,google/flan-t5-base,squad
268,1,google/flan-t5-base,squad
269,1,google/flan-t5-base,squad
271,2,google/flan-t5-base,squad
272,1,google/flan-t5-base,squad
270,1,google/flan-t5-base,squad
270,1,google/flan-t5-base,squad
276,1,google/flan-t5-base,squad
271,2,google/flan-t5-base,squad
268,1,google/flan-t5-base,squad
107,3,google/flan-t5-base,squad
106,1,google/flan-t5-base,squad
109,2,google/flan-t5-base,squad
102,2,google/flan-t5-base,squad
110,3,google/flan-t5-base,squad
307,1,google/flan-t5-base,squad
303,3,google/flan-t5-base,squad
301,3,google/flan-t5-base,squad
309,1,google/flan-t5-base,squad
302,2,google/flan-t5-base,squad
127,4,google/flan-t5-base,squad
123,2,google/flan-t5-base,squad
