Input,Output,model,dataset
121,5,google/flan-t5-base,Squad_2_
122,1,google/flan-t5-base,Squad_2_
121,2,google/flan-t5-base,Squad_2_
122,1,google/flan-t5-base,Squad_2_
124,1,google/flan-t5-base,Squad_2_
125,1,google/flan-t5-base,Squad_2_
131,1,google/flan-t5-base,Squad_2_
129,1,google/flan-t5-base,Squad_2_
132,3,google/flan-t5-base,Squad_2_
136,1,google/flan-t5-base,Squad_2_
132,3,google/flan-t5-base,Squad_2_
133,1,google/flan-t5-base,Squad_2_
112,3,google/flan-t5-base,Squad_2_
112,5,google/flan-t5-base,Squad_2_
113,1,google/flan-t5-base,Squad_2_
116,1,google/flan-t5-base,Squad_2_
114,1,google/flan-t5-base,Squad_2_
115,3,google/flan-t5-base,Squad_2_
115,4,google/flan-t5-base,Squad_2_
118,5,google/flan-t5-base,Squad_2_
115,2,google/flan-t5-base,Squad_2_
118,2,google/flan-t5-base,Squad_2_
115,2,google/flan-t5-base,Squad_2_
115,2,google/flan-t5-base,Squad_2_
222,1,google/flan-t5-base,Squad_2_
220,1,google/flan-t5-base,Squad_2_
221,1,google/flan-t5-base,Squad_2_
221,2,google/flan-t5-base,Squad_2_
222,2,google/flan-t5-base,Squad_2_
219,2,google/flan-t5-base,Squad_2_
106,2,google/flan-t5-base,Squad_2_
106,3,google/flan-t5-base,Squad_2_
108,1,google/flan-t5-base,Squad_2_
106,1,google/flan-t5-base,Squad_2_
106,1,google/flan-t5-base,Squad_2_
109,1,google/flan-t5-base,Squad_2_
109,1,google/flan-t5-base,Squad_2_
188,3,google/flan-t5-base,Squad_2_
194,1,google/flan-t5-base,Squad_2_
191,3,google/flan-t5-base,Squad_2_
191,2,google/flan-t5-base,Squad_2_
69,1,google/flan-t5-base,Squad_2_
74,2,google/flan-t5-base,Squad_2_
68,3,google/flan-t5-base,Squad_2_
75,2,google/flan-t5-base,Squad_2_
70,1,google/flan-t5-base,Squad_2_
87,4,google/flan-t5-base,Squad_2_
86,1,google/flan-t5-base,Squad_2_
84,3,google/flan-t5-base,Squad_2_
101,1,google/flan-t5-base,Squad_2_
99,3,google/flan-t5-base,Squad_2_
98,1,google/flan-t5-base,Squad_2_
97,3,google/flan-t5-base,Squad_2_
96,3,google/flan-t5-base,Squad_2_
93,3,google/flan-t5-base,Squad_2_
102,1,google/flan-t5-base,Squad_2_
101,1,google/flan-t5-base,Squad_2_
103,1,google/flan-t5-base,Squad_2_
101,1,google/flan-t5-base,Squad_2_
101,3,google/flan-t5-base,Squad_2_
69,2,google/flan-t5-base,Squad_2_
70,2,google/flan-t5-base,Squad_2_
69,2,google/flan-t5-base,Squad_2_
125,2,google/flan-t5-base,Squad_2_
122,1,google/flan-t5-base,Squad_2_
126,1,google/flan-t5-base,Squad_2_
123,2,google/flan-t5-base,Squad_2_
125,1,google/flan-t5-base,Squad_2_
126,1,google/flan-t5-base,Squad_2_
125,2,google/flan-t5-base,Squad_2_
185,3,google/flan-t5-base,Squad_2_
188,1,google/flan-t5-base,Squad_2_
189,3,google/flan-t5-base,Squad_2_
188,1,google/flan-t5-base,Squad_2_
187,3,google/flan-t5-base,Squad_2_
186,2,google/flan-t5-base,Squad_2_
72,1,google/flan-t5-base,Squad_2_
71,10,google/flan-t5-base,Squad_2_
70,2,google/flan-t5-base,Squad_2_
58,4,google/flan-t5-base,Squad_2_
54,4,google/flan-t5-base,Squad_2_
54,5,google/flan-t5-base,Squad_2_
60,5,google/flan-t5-base,Squad_2_
61,4,google/flan-t5-base,Squad_2_
101,2,google/flan-t5-base,Squad_2_
104,1,google/flan-t5-base,Squad_2_
104,3,google/flan-t5-base,Squad_2_
101,3,google/flan-t5-base,Squad_2_
103,4,google/flan-t5-base,Squad_2_
78,1,google/flan-t5-base,Squad_2_
80,1,google/flan-t5-base,Squad_2_
80,1,google/flan-t5-base,Squad_2_
67,2,google/flan-t5-base,Squad_2_
67,1,google/flan-t5-base,Squad_2_
67,2,google/flan-t5-base,Squad_2_
66,2,google/flan-t5-base,Squad_2_
66,2,google/flan-t5-base,Squad_2_
69,2,google/flan-t5-base,Squad_2_
171,3,google/flan-t5-base,Squad_2_
172,2,google/flan-t5-base,Squad_2_
177,1,google/flan-t5-base,Squad_2_
175,2,google/flan-t5-base,Squad_2_
171,1,google/flan-t5-base,Squad_2_
175,1,google/flan-t5-base,Squad_2_
91,2,google/flan-t5-base,Squad_2_
92,3,google/flan-t5-base,Squad_2_
91,2,google/flan-t5-base,Squad_2_
82,1,google/flan-t5-base,Squad_2_
77,2,google/flan-t5-base,Squad_2_
73,1,google/flan-t5-base,Squad_2_
77,2,google/flan-t5-base,Squad_2_
78,1,google/flan-t5-base,Squad_2_
174,1,google/flan-t5-base,Squad_2_
169,3,google/flan-t5-base,Squad_2_
173,1,google/flan-t5-base,Squad_2_
171,2,google/flan-t5-base,Squad_2_
124,1,google/flan-t5-base,Squad_2_
121,7,google/flan-t5-base,Squad_2_
120,7,google/flan-t5-base,Squad_2_
120,1,google/flan-t5-base,Squad_2_
69,2,google/flan-t5-base,Squad_2_
72,1,google/flan-t5-base,Squad_2_
70,2,google/flan-t5-base,Squad_2_
71,1,google/flan-t5-base,Squad_2_
68,3,google/flan-t5-base,Squad_2_
103,3,google/flan-t5-base,Squad_2_
98,2,google/flan-t5-base,Squad_2_
102,2,google/flan-t5-base,Squad_2_
90,8,google/flan-t5-base,Squad_2_
103,3,google/flan-t5-base,Squad_2_
104,2,google/flan-t5-base,Squad_2_
95,2,google/flan-t5-base,Squad_2_
93,1,google/flan-t5-base,Squad_2_
129,3,google/flan-t5-base,Squad_2_
134,4,google/flan-t5-base,Squad_2_
125,1,google/flan-t5-base,Squad_2_
123,1,google/flan-t5-base,Squad_2_
128,8,google/flan-t5-base,Squad_2_
128,1,google/flan-t5-base,Squad_2_
135,1,google/flan-t5-base,Squad_2_
125,1,google/flan-t5-base,Squad_2_
123,1,google/flan-t5-base,Squad_2_
122,1,google/flan-t5-base,Squad_2_
137,6,google/flan-t5-base,Squad_2_
145,3,google/flan-t5-base,Squad_2_
149,3,google/flan-t5-base,Squad_2_
149,3,google/flan-t5-base,Squad_2_
139,2,google/flan-t5-base,Squad_2_
139,2,google/flan-t5-base,Squad_2_
144,3,google/flan-t5-base,Squad_2_
149,3,google/flan-t5-base,Squad_2_
139,3,google/flan-t5-base,Squad_2_
157,2,google/flan-t5-base,Squad_2_
164,1,google/flan-t5-base,Squad_2_
154,1,google/flan-t5-base,Squad_2_
158,1,google/flan-t5-base,Squad_2_
162,1,google/flan-t5-base,Squad_2_
161,3,google/flan-t5-base,Squad_2_
157,2,google/flan-t5-base,Squad_2_
154,2,google/flan-t5-base,Squad_2_
153,1,google/flan-t5-base,Squad_2_
155,1,google/flan-t5-base,Squad_2_
125,1,google/flan-t5-base,Squad_2_
123,14,google/flan-t5-base,Squad_2_
115,2,google/flan-t5-base,Squad_2_
124,1,google/flan-t5-base,Squad_2_
114,1,google/flan-t5-base,Squad_2_
122,14,google/flan-t5-base,Squad_2_
114,2,google/flan-t5-base,Squad_2_
99,1,google/flan-t5-base,Squad_2_
100,1,google/flan-t5-base,Squad_2_
96,1,google/flan-t5-base,Squad_2_
101,2,google/flan-t5-base,Squad_2_
96,3,google/flan-t5-base,Squad_2_
98,1,google/flan-t5-base,Squad_2_
100,1,google/flan-t5-base,Squad_2_
97,1,google/flan-t5-base,Squad_2_
97,1,google/flan-t5-base,Squad_2_
91,3,google/flan-t5-base,Squad_2_
147,1,google/flan-t5-base,Squad_2_
143,1,google/flan-t5-base,Squad_2_
142,1,google/flan-t5-base,Squad_2_
147,1,google/flan-t5-base,Squad_2_
143,1,google/flan-t5-base,Squad_2_
148,2,google/flan-t5-base,Squad_2_
147,2,google/flan-t5-base,Squad_2_
148,1,google/flan-t5-base,Squad_2_
142,1,google/flan-t5-base,Squad_2_
143,1,google/flan-t5-base,Squad_2_
90,1,google/flan-t5-base,Squad_2_
91,2,google/flan-t5-base,Squad_2_
93,2,google/flan-t5-base,Squad_2_
90,1,google/flan-t5-base,Squad_2_
91,1,google/flan-t5-base,Squad_2_
94,2,google/flan-t5-base,Squad_2_
85,4,google/flan-t5-base,Squad_2_
71,2,google/flan-t5-base,Squad_2_
75,2,google/flan-t5-base,Squad_2_
75,1,google/flan-t5-base,Squad_2_
78,3,google/flan-t5-base,Squad_2_
78,1,google/flan-t5-base,Squad_2_
77,2,google/flan-t5-base,Squad_2_
78,2,google/flan-t5-base,Squad_2_
71,4,google/flan-t5-base,Squad_2_
72,4,google/flan-t5-base,Squad_2_
78,1,google/flan-t5-base,Squad_2_
102,2,google/flan-t5-base,Squad_2_
110,3,google/flan-t5-base,Squad_2_
103,2,google/flan-t5-base,Squad_2_
106,3,google/flan-t5-base,Squad_2_
105,2,google/flan-t5-base,Squad_2_
168,7,google/flan-t5-base,Squad_2_
165,7,google/flan-t5-base,Squad_2_
166,11,google/flan-t5-base,Squad_2_
163,1,google/flan-t5-base,Squad_2_
171,2,google/flan-t5-base,Squad_2_
163,7,google/flan-t5-base,Squad_2_
166,7,google/flan-t5-base,Squad_2_
166,11,google/flan-t5-base,Squad_2_
167,2,google/flan-t5-base,Squad_2_
163,1,google/flan-t5-base,Squad_2_
123,1,google/flan-t5-base,Squad_2_
119,2,google/flan-t5-base,Squad_2_
116,5,google/flan-t5-base,Squad_2_
110,1,google/flan-t5-base,Squad_2_
118,3,google/flan-t5-base,Squad_2_
111,1,google/flan-t5-base,Squad_2_
122,1,google/flan-t5-base,Squad_2_
116,10,google/flan-t5-base,Squad_2_
110,1,google/flan-t5-base,Squad_2_
118,3,google/flan-t5-base,Squad_2_
189,2,google/flan-t5-base,Squad_2_
192,1,google/flan-t5-base,Squad_2_
184,2,google/flan-t5-base,Squad_2_
185,1,google/flan-t5-base,Squad_2_
183,2,google/flan-t5-base,Squad_2_
188,2,google/flan-t5-base,Squad_2_
182,2,google/flan-t5-base,Squad_2_
186,2,google/flan-t5-base,Squad_2_
186,1,google/flan-t5-base,Squad_2_
185,1,google/flan-t5-base,Squad_2_
188,1,google/flan-t5-base,Squad_2_
190,1,google/flan-t5-base,Squad_2_
183,2,google/flan-t5-base,Squad_2_
184,3,google/flan-t5-base,Squad_2_
185,1,google/flan-t5-base,Squad_2_
182,3,google/flan-t5-base,Squad_2_
187,1,google/flan-t5-base,Squad_2_
182,3,google/flan-t5-base,Squad_2_
78,2,google/flan-t5-base,Squad_2_
86,3,google/flan-t5-base,Squad_2_
84,8,google/flan-t5-base,Squad_2_
79,3,google/flan-t5-base,Squad_2_
86,3,google/flan-t5-base,Squad_2_
77,3,google/flan-t5-base,Squad_2_
86,3,google/flan-t5-base,Squad_2_
90,3,google/flan-t5-base,Squad_2_
90,1,google/flan-t5-base,Squad_2_
86,1,google/flan-t5-base,Squad_2_
88,3,google/flan-t5-base,Squad_2_
91,3,google/flan-t5-base,Squad_2_
82,4,google/flan-t5-base,Squad_2_
88,1,google/flan-t5-base,Squad_2_
82,3,google/flan-t5-base,Squad_2_
108,1,google/flan-t5-base,Squad_2_
103,2,google/flan-t5-base,Squad_2_
106,2,google/flan-t5-base,Squad_2_
109,2,google/flan-t5-base,Squad_2_
103,2,google/flan-t5-base,Squad_2_
114,1,google/flan-t5-base,Squad_2_
106,3,google/flan-t5-base,Squad_2_
108,3,google/flan-t5-base,Squad_2_
109,1,google/flan-t5-base,Squad_2_
184,1,google/flan-t5-base,Squad_2_
177,1,google/flan-t5-base,Squad_2_
191,1,google/flan-t5-base,Squad_2_
192,1,google/flan-t5-base,Squad_2_
192,3,google/flan-t5-base,Squad_2_
177,1,google/flan-t5-base,Squad_2_
191,1,google/flan-t5-base,Squad_2_
191,1,google/flan-t5-base,Squad_2_
178,12,google/flan-t5-base,Squad_2_
77,1,google/flan-t5-base,Squad_2_
79,1,google/flan-t5-base,Squad_2_
75,3,google/flan-t5-base,Squad_2_
76,1,google/flan-t5-base,Squad_2_
76,1,google/flan-t5-base,Squad_2_
74,3,google/flan-t5-base,Squad_2_
74,1,google/flan-t5-base,Squad_2_
73,2,google/flan-t5-base,Squad_2_
76,2,google/flan-t5-base,Squad_2_
77,2,google/flan-t5-base,Squad_2_
69,4,google/flan-t5-base,Squad_2_
69,2,google/flan-t5-base,Squad_2_
68,3,google/flan-t5-base,Squad_2_
73,2,google/flan-t5-base,Squad_2_
70,4,google/flan-t5-base,Squad_2_
68,6,google/flan-t5-base,Squad_2_
69,3,google/flan-t5-base,Squad_2_
73,1,google/flan-t5-base,Squad_2_
116,1,google/flan-t5-base,Squad_2_
112,1,google/flan-t5-base,Squad_2_
115,1,google/flan-t5-base,Squad_2_
117,1,google/flan-t5-base,Squad_2_
107,5,google/flan-t5-base,Squad_2_
112,2,google/flan-t5-base,Squad_2_
115,2,google/flan-t5-base,Squad_2_
118,1,google/flan-t5-base,Squad_2_
192,1,google/flan-t5-base,Squad_2_
188,3,google/flan-t5-base,Squad_2_
182,2,google/flan-t5-base,Squad_2_
184,1,google/flan-t5-base,Squad_2_
192,3,google/flan-t5-base,Squad_2_
184,4,google/flan-t5-base,Squad_2_
185,5,google/flan-t5-base,Squad_2_
184,2,google/flan-t5-base,Squad_2_
192,2,google/flan-t5-base,Squad_2_
180,14,google/flan-t5-base,Squad_2_
75,3,google/flan-t5-base,Squad_2_
71,5,google/flan-t5-base,Squad_2_
80,1,google/flan-t5-base,Squad_2_
79,2,google/flan-t5-base,Squad_2_
74,4,google/flan-t5-base,Squad_2_
73,4,google/flan-t5-base,Squad_2_
77,3,google/flan-t5-base,Squad_2_
77,1,google/flan-t5-base,Squad_2_
47,2,google/flan-t5-base,Squad_2_
44,2,google/flan-t5-base,Squad_2_
51,2,google/flan-t5-base,Squad_2_
44,2,google/flan-t5-base,Squad_2_
47,2,google/flan-t5-base,Squad_2_
45,2,google/flan-t5-base,Squad_2_
49,1,google/flan-t5-base,Squad_2_
143,3,google/flan-t5-base,Squad_2_
143,1,google/flan-t5-base,Squad_2_
146,1,google/flan-t5-base,Squad_2_
147,1,google/flan-t5-base,Squad_2_
152,3,google/flan-t5-base,Squad_2_
145,3,google/flan-t5-base,Squad_2_
145,3,google/flan-t5-base,Squad_2_
143,3,google/flan-t5-base,Squad_2_
137,1,google/flan-t5-base,Squad_2_
146,4,google/flan-t5-base,Squad_2_
56,3,google/flan-t5-base,Squad_2_
55,1,google/flan-t5-base,Squad_2_
58,2,google/flan-t5-base,Squad_2_
56,2,google/flan-t5-base,Squad_2_
57,3,google/flan-t5-base,Squad_2_
55,1,google/flan-t5-base,Squad_2_
56,1,google/flan-t5-base,Squad_2_
93,4,google/flan-t5-base,Squad_2_
91,1,google/flan-t5-base,Squad_2_
95,1,google/flan-t5-base,Squad_2_
91,1,google/flan-t5-base,Squad_2_
91,1,google/flan-t5-base,Squad_2_
86,4,google/flan-t5-base,Squad_2_
87,1,google/flan-t5-base,Squad_2_
86,3,google/flan-t5-base,Squad_2_
87,1,google/flan-t5-base,Squad_2_
88,3,google/flan-t5-base,Squad_2_
173,2,google/flan-t5-base,Squad_2_
158,1,google/flan-t5-base,Squad_2_
161,5,google/flan-t5-base,Squad_2_
158,2,google/flan-t5-base,Squad_2_
174,1,google/flan-t5-base,Squad_2_
174,1,google/flan-t5-base,Squad_2_
158,1,google/flan-t5-base,Squad_2_
156,1,google/flan-t5-base,Squad_2_
165,1,google/flan-t5-base,Squad_2_
175,1,google/flan-t5-base,Squad_2_
66,5,google/flan-t5-base,Squad_2_
68,1,google/flan-t5-base,Squad_2_
68,1,google/flan-t5-base,Squad_2_
69,3,google/flan-t5-base,Squad_2_
69,2,google/flan-t5-base,Squad_2_
63,1,google/flan-t5-base,Squad_2_
63,1,google/flan-t5-base,Squad_2_
124,1,google/flan-t5-base,Squad_2_
124,2,google/flan-t5-base,Squad_2_
138,1,google/flan-t5-base,Squad_2_
124,7,google/flan-t5-base,Squad_2_
123,1,google/flan-t5-base,Squad_2_
123,5,google/flan-t5-base,Squad_2_
124,2,google/flan-t5-base,Squad_2_
126,1,google/flan-t5-base,Squad_2_
131,2,google/flan-t5-base,Squad_2_
122,7,google/flan-t5-base,Squad_2_
106,2,google/flan-t5-base,Squad_2_
108,3,google/flan-t5-base,Squad_2_
107,1,google/flan-t5-base,Squad_2_
119,2,google/flan-t5-base,Squad_2_
110,1,google/flan-t5-base,Squad_2_
105,2,google/flan-t5-base,Squad_2_
104,6,google/flan-t5-base,Squad_2_
108,1,google/flan-t5-base,Squad_2_
120,2,google/flan-t5-base,Squad_2_
103,1,google/flan-t5-base,Squad_2_
118,2,google/flan-t5-base,Squad_2_
128,2,google/flan-t5-base,Squad_2_
123,5,google/flan-t5-base,Squad_2_
126,3,google/flan-t5-base,Squad_2_
120,2,google/flan-t5-base,Squad_2_
128,4,google/flan-t5-base,Squad_2_
118,1,google/flan-t5-base,Squad_2_
123,1,google/flan-t5-base,Squad_2_
179,1,google/flan-t5-base,Squad_2_
179,1,google/flan-t5-base,Squad_2_
193,8,google/flan-t5-base,Squad_2_
183,1,google/flan-t5-base,Squad_2_
178,8,google/flan-t5-base,Squad_2_
172,1,google/flan-t5-base,Squad_2_
176,2,google/flan-t5-base,Squad_2_
177,1,google/flan-t5-base,Squad_2_
116,1,google/flan-t5-base,Squad_2_
123,2,google/flan-t5-base,Squad_2_
116,1,google/flan-t5-base,Squad_2_
118,4,google/flan-t5-base,Squad_2_
122,3,google/flan-t5-base,Squad_2_
121,3,google/flan-t5-base,Squad_2_
110,3,google/flan-t5-base,Squad_2_
117,1,google/flan-t5-base,Squad_2_
118,4,google/flan-t5-base,Squad_2_
121,3,google/flan-t5-base,Squad_2_
132,1,google/flan-t5-base,Squad_2_
128,3,google/flan-t5-base,Squad_2_
123,1,google/flan-t5-base,Squad_2_
125,5,google/flan-t5-base,Squad_2_
126,6,google/flan-t5-base,Squad_2_
128,3,google/flan-t5-base,Squad_2_
125,5,google/flan-t5-base,Squad_2_
128,1,google/flan-t5-base,Squad_2_
93,1,google/flan-t5-base,Squad_2_
91,1,google/flan-t5-base,Squad_2_
97,4,google/flan-t5-base,Squad_2_
97,1,google/flan-t5-base,Squad_2_
91,2,google/flan-t5-base,Squad_2_
96,3,google/flan-t5-base,Squad_2_
90,3,google/flan-t5-base,Squad_2_
138,2,google/flan-t5-base,Squad_2_
142,1,google/flan-t5-base,Squad_2_
137,3,google/flan-t5-base,Squad_2_
139,2,google/flan-t5-base,Squad_2_
146,5,google/flan-t5-base,Squad_2_
132,4,google/flan-t5-base,Squad_2_
138,4,google/flan-t5-base,Squad_2_
134,1,google/flan-t5-base,Squad_2_
136,3,google/flan-t5-base,Squad_2_
136,2,google/flan-t5-base,Squad_2_
174,2,google/flan-t5-base,Squad_2_
186,1,google/flan-t5-base,Squad_2_
179,2,google/flan-t5-base,Squad_2_
177,4,google/flan-t5-base,Squad_2_
171,10,google/flan-t5-base,Squad_2_
175,3,google/flan-t5-base,Squad_2_
180,4,google/flan-t5-base,Squad_2_
179,4,google/flan-t5-base,Squad_2_
179,4,google/flan-t5-base,Squad_2_
119,7,google/flan-t5-base,Squad_2_
122,4,google/flan-t5-base,Squad_2_
120,1,google/flan-t5-base,Squad_2_
121,8,google/flan-t5-base,Squad_2_
119,9,google/flan-t5-base,Squad_2_
123,3,google/flan-t5-base,Squad_2_
119,1,google/flan-t5-base,Squad_2_
120,4,google/flan-t5-base,Squad_2_
116,8,google/flan-t5-base,Squad_2_
81,1,google/flan-t5-base,Squad_2_
82,1,google/flan-t5-base,Squad_2_
83,1,google/flan-t5-base,Squad_2_
88,7,google/flan-t5-base,Squad_2_
80,1,google/flan-t5-base,Squad_2_
82,1,google/flan-t5-base,Squad_2_
84,1,google/flan-t5-base,Squad_2_
89,6,google/flan-t5-base,Squad_2_
76,1,google/flan-t5-base,Squad_2_
80,3,google/flan-t5-base,Squad_2_
83,3,google/flan-t5-base,Squad_2_
74,1,google/flan-t5-base,Squad_2_
87,4,google/flan-t5-base,Squad_2_
77,2,google/flan-t5-base,Squad_2_
78,3,google/flan-t5-base,Squad_2_
85,1,google/flan-t5-base,Squad_2_
74,1,google/flan-t5-base,Squad_2_
84,1,google/flan-t5-base,Squad_2_
260,2,google/flan-t5-base,Squad_2_
260,2,google/flan-t5-base,Squad_2_
264,1,google/flan-t5-base,Squad_2_
266,1,google/flan-t5-base,Squad_2_
254,5,google/flan-t5-base,Squad_2_
264,2,google/flan-t5-base,Squad_2_
270,6,google/flan-t5-base,Squad_2_
249,3,google/flan-t5-base,Squad_2_
123,1,google/flan-t5-base,Squad_2_
131,4,google/flan-t5-base,Squad_2_
136,6,google/flan-t5-base,Squad_2_
120,4,google/flan-t5-base,Squad_2_
131,3,google/flan-t5-base,Squad_2_
123,1,google/flan-t5-base,Squad_2_
123,2,google/flan-t5-base,Squad_2_
129,2,google/flan-t5-base,Squad_2_
119,2,google/flan-t5-base,Squad_2_
80,4,google/flan-t5-base,Squad_2_
83,2,google/flan-t5-base,Squad_2_
70,2,google/flan-t5-base,Squad_2_
76,1,google/flan-t5-base,Squad_2_
73,1,google/flan-t5-base,Squad_2_
69,2,google/flan-t5-base,Squad_2_
80,2,google/flan-t5-base,Squad_2_
76,2,google/flan-t5-base,Squad_2_
70,1,google/flan-t5-base,Squad_2_
73,2,google/flan-t5-base,Squad_2_
94,6,google/flan-t5-base,Squad_2_
93,5,google/flan-t5-base,Squad_2_
95,1,google/flan-t5-base,Squad_2_
93,4,google/flan-t5-base,Squad_2_
90,1,google/flan-t5-base,Squad_2_
92,6,google/flan-t5-base,Squad_2_
89,2,google/flan-t5-base,Squad_2_
94,6,google/flan-t5-base,Squad_2_
93,4,google/flan-t5-base,Squad_2_
81,2,google/flan-t5-base,Squad_2_
83,1,google/flan-t5-base,Squad_2_
86,2,google/flan-t5-base,Squad_2_
81,2,google/flan-t5-base,Squad_2_
81,2,google/flan-t5-base,Squad_2_
82,1,google/flan-t5-base,Squad_2_
81,2,google/flan-t5-base,Squad_2_
81,2,google/flan-t5-base,Squad_2_
69,2,google/flan-t5-base,Squad_2_
73,1,google/flan-t5-base,Squad_2_
73,6,google/flan-t5-base,Squad_2_
69,4,google/flan-t5-base,Squad_2_
69,2,google/flan-t5-base,Squad_2_
73,1,google/flan-t5-base,Squad_2_
110,2,google/flan-t5-base,Squad_2_
111,2,google/flan-t5-base,Squad_2_
126,4,google/flan-t5-base,Squad_2_
121,1,google/flan-t5-base,Squad_2_
115,2,google/flan-t5-base,Squad_2_
113,2,google/flan-t5-base,Squad_2_
116,2,google/flan-t5-base,Squad_2_
113,2,google/flan-t5-base,Squad_2_
119,4,google/flan-t5-base,Squad_2_
99,1,google/flan-t5-base,Squad_2_
107,1,google/flan-t5-base,Squad_2_
108,2,google/flan-t5-base,Squad_2_
106,1,google/flan-t5-base,Squad_2_
106,3,google/flan-t5-base,Squad_2_
104,5,google/flan-t5-base,Squad_2_
106,6,google/flan-t5-base,Squad_2_
103,2,google/flan-t5-base,Squad_2_
72,3,google/flan-t5-base,Squad_2_
63,1,google/flan-t5-base,Squad_2_
69,1,google/flan-t5-base,Squad_2_
61,1,google/flan-t5-base,Squad_2_
69,1,google/flan-t5-base,Squad_2_
65,3,google/flan-t5-base,Squad_2_
62,1,google/flan-t5-base,Squad_2_
64,2,google/flan-t5-base,Squad_2_
187,2,google/flan-t5-base,Squad_2_
190,1,google/flan-t5-base,Squad_2_
190,2,google/flan-t5-base,Squad_2_
194,1,google/flan-t5-base,Squad_2_
191,2,google/flan-t5-base,Squad_2_
192,1,google/flan-t5-base,Squad_2_
186,2,google/flan-t5-base,Squad_2_
188,3,google/flan-t5-base,Squad_2_
186,1,google/flan-t5-base,Squad_2_
61,2,google/flan-t5-base,Squad_2_
59,2,google/flan-t5-base,Squad_2_
59,2,google/flan-t5-base,Squad_2_
57,3,google/flan-t5-base,Squad_2_
55,2,google/flan-t5-base,Squad_2_
55,2,google/flan-t5-base,Squad_2_
53,1,google/flan-t5-base,Squad_2_
98,1,google/flan-t5-base,Squad_2_
91,1,google/flan-t5-base,Squad_2_
92,2,google/flan-t5-base,Squad_2_
94,2,google/flan-t5-base,Squad_2_
94,1,google/flan-t5-base,Squad_2_
96,2,google/flan-t5-base,Squad_2_
91,2,google/flan-t5-base,Squad_2_
